Timestamp,Wind Direction,Wind Speed
796,247.78241,27.609911
797,253.81079,23.241617
798,266.87787,19.829433
799,280.008,18.64369
800,313.09088,15.281989
801,2.4540253,25.223133
802,19.465866,44.291706
803,18.02472,47.70102
804,10.7842865,46.175526
805,5.957123,41.62478
806,350.41705,28.112288
807,334.98312,29.795301
808,322.3524,31.826931
809,313.0251,36.93291
810,307.65878,41.835964
811,303.69006,45.429947
812,303.24335,51.22257
813,309.09387,51.95113
814,315.27414,53.203323
815,320.0974,54.436237
816,321.17017,56.84125
817,317.93567,59.644947
818,316.16913,62.3798
819,312.9132,62.917664
820,308.50647,63.025707
821,304.90894,61.019733
822,303.21182,59.809856
823,302.73523,59.915936
824,301.58383,57.05063
825,299.8828,55.637177
826,296.21677,52.968956
827,288.9704,48.7265
828,277.93277,44.34434
829,274.2364,48.73315
830,282.32977,67.4354
831,277.95752,67.61103
832,273.2961,68.87393
833,270.2879,71.6409
834,269.43274,72.723564
835,269.16968,74.52783
836,267.7974,74.935356
837,266.03534,72.89444
838,262.73676,74.034065
839,259.5401,71.386284
840,255.96376,74.2159
841,254.19292,81.93856
842,252.16498,86.98005
843,250.85774,92.21904
844,251.83725,95.85604
845,251.3557,93.4649
846,251.1417,92.44222
847,250.55997,90.859886
848,248.1986,91.11698
849,246.71645,95.62795
850,248.16016,99.67386
851,245.3441,96.65179
852,245.38513,89.88833
853,246.2013,76.72393
854,236.8644,61.907436
855,236.853,63.20538
856,236.13281,64.60069
857,238.81503,63.962585
858,240.97873,60.107063
859,239.95009,50.32408
860,238.70697,42.971394
861,235.37584,36.748222
862,228.22452,36.204617
863,219.44702,36.82925
864,218.29016,34.858707
865,223.1817,32.090523
866,220.60129,33.190357
867,223.23761,33.108257
868,227.60257,33.636406
869,233.25945,31.89608
870,237.47511,29.460672
871,239.03624,27.288855
872,242.2815,23.993399
873,243.869,21.2522
874,241.92752,18.359999
875,236.6593,16.375053
876,233.39293,15.696165
877,239.93141,15.807239
878,226.4321,40.742077
879,226.71494,42.53031
880,227.91084,45.11505
881,230.64825,46.555668
882,236.30994,49.32394
883,233.22672,42.69606
884,208.21736,33.50128
885,206.56505,32.19938
886,205.01689,29.795301
887,201.4253,30.551254
888,182.07004,29.899511
889,178.58557,29.16889
890,163.76765,29.620802
891,152.83502,30.75209
892,147.57893,31.559086
893,148.1204,34.76377
894,148.92834,32.783726
895,149.60127,31.303444
896,146.50482,29.354904
897,140.98059,26.87491
898,137.72632,21.407139
899,132.6467,18.59845
900,121.18497,15.990646
901,110.09523,15.716793
902,102.80426,16.24394
903,108.434944,19.353138
904,109.90375,22.206486
905,100.00798,24.858253
906,93.972496,25.982424
907,97.539444,24.693481
908,96.42875,25.721743
909,99.59313,25.922499
910,99.46232,26.27753
911,99.335,26.6327
912,91.45021,28.449112
913,88.40886,25.929996
914,84.7376,27.475807
915,80.94211,25.153671
916,74.054596,23.587555
917,71.878136,20.833395
918,68.62937,17.782688
919,69.14554,16.179985
920,64.722275,14.33234
921,56.30993,14.277983
922,51.58194,13.324863
923,42.510437,11.720751
924,43.53119,9.931042
925,40.601288,6.638072
926,52.52382,13.608762
927,49.23639,13.783817
928,49.23639,13.783817
929,52.815292,13.104198
930,49.76364,12.261157
931,47.489548,11.720751
932,44.999985,10.691453
933,40.81508,10.464797
934,40.81508,10.464797
935,37.30394,9.504272
936,29.475876,9.511088
937,25.769318,11.592895
938,22.988708,12.904882
939,22.067886,14.372974
940,16.460007,16.516901
941,14.322708,17.462782
942,16.798355,19.93048
943,21.64444,24.40046
944,24.5074,26.903828
945,20.265701,24.94413
946,13.134018,22.180206
947,13.600525,22.963936
948,8.74614,18.94024
949,360,15.84
950,41.82016,9.178235
951,20.224854,7.289444
952,360,6.8399997
953,344.0546,5.2416787
954,315,4.072935
955,296.56506,5.634891
956,286.38956,6.379216
957,266.63354,6.130579
958,254.47589,6.725354
959,240.64226,6.6087217
960,186.009,6.87779
961,164.0546,10.483357
962,159.27444,14.24163
963,158.9625,15.042659
964,155.32314,14.658676
965,148.29857,14.386494
966,137.2026,13.246826
967,121.26373,11.792404
968,93.46823,11.901798
969,70.70995,15.256526
970,54.21102,19.083395
971,46.847595,23.686249
972,43.423447,27.757376
973,35.38028,30.466295
974,24.691544,34.47176
975,18.072311,35.97479
976,9.91275,37.641953
977,2.675415,38.56203
978,358.9391,38.886665
979,356.7295,37.861664
980,354.4547,37.254345
981,358.10663,43.583797
982,8.080582,58.90485
983,10.799515,63.402935
984,8.939545,64.86796
985,8.702225,71.381744
986,12.680374,59.039997
987,357.7094,54.043182
988,347.5096,58.258854
989,342.43976,59.660156
990,332.03015,59.103622
991,331.7747,55.567257
992,329.29034,55.689564
993,327.47046,54.22752
994,319.99374,52.63884
995,308.4281,55.60456
996,300.03784,61.130077
997,293.3691,63.531586
998,286.1892,69.72485
999,280.15427,73.51144
1000,273.95425,78.30642
1001,270.24176,85.32076
1002,267.5006,90.80639
1003,265.23636,91.034454
1004,262.70023,87.83188
1005,260.4201,86.52666
1006,259.1597,86.13709
1007,257.33765,83.75708
1008,256.7056,87.669426
1009,256.07904,86.789116
1010,256.30994,86.70322
1011,259.90894,86.29494
1012,250.8101,77.76083
1013,246.7665,77.5706
1014,246.68689,70.95288
1015,244.24953,67.947556
1016,248.89517,65.986145
1017,250.4729,65.69877
1018,257.0854,57.98682
1019,262.19983,53.050858
1020,270,45.719997
1021,286.3017,39.75841
1022,302.90524,43.736664
1023,324.89392,44.445057
1024,337.78818,46.66272
1025,343.63507,47.27528
1026,347.3302,47.599026
1027,349.57422,45.755417
1028,352.2782,42.86873
1029,351.94092,41.085762
1030,351.66257,42.206066
1031,350.76443,44.861546
1032,348.60126,45.53822
1033,345.39874,44.269753
1034,342.47443,43.037693
1035,337.72974,40.846912
1036,332.24146,38.64764
1037,329.42078,36.79756
1038,325.15427,34.653625
1039,321.4416,31.765793
1040,315,29.52878
1041,304.7432,27.162708
1042,294.2613,28.03612
1043,288.23248,32.217484
1044,290.28256,35.309376
1045,292.10944,37.30302
1046,287.3241,41.104683
1047,296.56506,41.859188
1048,303.83514,39.439312
1049,304.7652,37.249126
1050,304.19562,33.948975
1051,297.49915,29.627365
1052,285.44632,28.385262
1053,280.1755,28.528723
1054,276.34018,22.81957
1055,266.63354,18.391735
1056,254.21925,17.208603
1057,244.98312,17.87718
1058,254.4072,16.071491
1059,286.1892,11.620809
1060,326.30994,9.085988
1061,344.93152,9.6932955
1062,347.19574,16.24394
1063,345.01837,26.459389
1064,342.05756,39.732323
1065,351.22217,49.54024
1066,2.9249878,49.38434
1067,358.50244,55.09882
1068,356.23596,54.83829
1069,359.22052,52.924892
1070,356.22455,71.07425
1071,355.53284,69.33061
1072,352.34485,67.56213
1073,349.6673,66.23412
1074,347.3415,68.99708
1075,346.03223,73.08089
1076,348.48615,79.35694
1077,349.11447,85.78355
1078,348.88696,82.180984
1079,346.62006,76.229095
1080,341.74524,72.40387
1081,336.37064,69.158424
1082,340.62585,69.45295
1083,336.84308,64.996704
1084,331.16138,64.93285
1085,319.85114,69.23334
1086,315,73.821945
1087,327.4881,77.69664
1088,321.76617,75.62142
1089,320.29346,80.01804
1090,310.0794,77.161026
1091,316.64835,70.79654
1092,297.80707,59.421814
1093,301.65128,61.74393
1094,303.122,70.49476
1095,299.6731,71.26545
1096,297.19464,73.25801
1097,295.59198,75.84048
1098,296.4486,79.21063
1099,295.25317,84.38449
1100,294.9903,93.735596
1101,293.5926,96.24464
1102,292.08426,94.794914
1103,290.04233,89.287254
1104,288.66382,85.496025
1105,285.48572,86.29269
1106,278.94946,92.56691
1107,277.56696,98.417046
1108,280.65796,99.27257
1109,281.77713,95.245
1110,281.59744,98.49075
1111,279.5287,102.21021
1112,280.4117,103.58557
1113,281.71002,101.10425
1114,283.20593,102.4287
1115,283.45703,103.645615
1116,284.43207,101.110664
1117,286.02792,103.00404
1118,287.76663,107.360306
1119,287.4027,101.10809
1120,286.18253,95.58729
1121,284.67093,86.70695
1122,283.49573,83.30014
1123,281.91516,80.20812
1124,283.57043,85.91866
1125,284.2097,86.5274
1126,283.12592,82.43371
1127,277.98486,80.338905
1128,274.3208,81.230865
1129,271.27304,81.02
1130,265.6636,76.17808
1131,261.0736,69.603004
1132,255.61862,72.470955
1133,252.15979,65.80421
1134,251.37842,69.89936
1135,252.03857,68.876755
1136,252.11246,71.49603
1137,258.36636,74.980316
1138,253.24426,69.929016
1139,251.0535,76.50487
1140,247.2176,78.09262
1141,254.58539,90.74428
1142,238.18576,91.508
1143,236.73006,108.934944
1144,239.25003,99.277794
1145,239.15549,118.66356
1146,251.85297,113.27421
1147,261.67435,59.668846
1148,264.77182,55.31011
1149,279.66867,49.300285
1150,303.55896,43.63283
1151,322.7336,41.616997
1152,319.2974,44.162773
1153,319.63547,47.247856
1154,333.43497,52.32399
1155,344.38904,50.835262
1156,345.76276,49.768612
